City	Country	Nickname, comma seperated EDIT HERE, free form list	Nickname, default	Nickname, metro (div)	Someone from here is called	Plural form (demonym)	Type	Scale	Megacity	State or province	Lat	Long	GeoNamesID
Vancouver	Canada	Van., YVR, GVRD, Gastown, Brollywood, The City, The Couve, The 'couver, 
Hollywood North, Hongcouver, Lotusland, The Periphery, Rainy City, Rain City, Raincouver, Terminal City, 
VanCity, Vangroover, Vanivostok, Vansterdam	Gastown	YVR	Vancouverite		Populated place	1	1	British Columbia	49.27	-123.12	6173331
Vancouver	United States of America	Van, The Couve, Vantucky	Van.				Populated place	4	0	Washington	45.63	-122.64	5814616
Varanasi	India	the luminous one, Banaras					Populated place	3	1	Uttar Pradesh	25.33	83	1253405
Vatican City	Vatican (Holy See)						Admin-0 capital	8	0	Lazio	41.9	12.45	6691831
Velikiy Novgorod	Russia						Admin-1 capital	6	1	Novgorod	58.5	31.33	519336
Venice	Italy	Bride of the Sea, Queen of the Adriatic, The city of the Doges	Bride of the Sea										
Veracruz	Mexico	el puerto			veracruzano -a		Populated place	3	0	Veracruz	19.18	-96.16	3514783
Vereeniging	South Africa						Populated place	6	1	Gauteng	-26.65	27.96	944385
Vernal	United States of America						Populated place	7	0	Utah	40.46	-109.53	5784154
Vernon	United States of America						Populated place	8	0	Texas	34.15	-99.29	4739078
Vero Beach	United States of America						Populated place	7	0	Florida	27.64	-80.39	4176409
Vicksburg	United States of America	The Gibraltar of America					Populated place	6	0	Mississippi	32.35	-90.88	4449620
Victoria	Canada	Vic, Garden City, Little England, London Pacific, Canada's Casket by the Sea	Vic.		Victorian		Admin-1 capital	3	0	British Columbia	48.43	-123.35	6174041
Victoria	United States of America						Populated place	6	0	Texas	28.8	-97	4739157
Victoria	Australia	Cabbage Patch	Cabbage Patch		Victorian								
Victoria	Seychelles						Admin-0 capital	3	0		-4.62	55.45	241131
Victorville	United States of America						Populated place	7	0	California	34.54	-117.29	5406222
Vienna	Austria	Wean, VIE, Vindobona, The Imperial City	Wean	VIE			Admin-0 capital	1	1	Wien	48.2	16.37	2761369
Vientiane	Laos						Admin-0 capital	3	0	Vientiane [prefecture]	17.97	102.6	1651944
Vijayawada	India						Populated place	4	1	Andhra Pradesh	16.52	80.63	1253184
Vilhena	Brazil						Populated place	3	0	Rondônia	-12.72	-60.12	3924679
Vilnius	Lithuania						Admin-0 capital	3	0	Vilniaus	54.68	25.32	593116
Virginia	United States of America						Populated place	7	0	Minnesota	47.52	-92.54	5051468
Virginia Beach	United States of America	The Resort City, Neptune City	Resort City				Populated place	6	1	Virginia	36.85	-75.98	4791259
Visalia	United States of America						Populated place	7	0	California	36.33	-119.32	5406567
Vishakhapatnam	India						Populated place	3	1	Andhra Pradesh	17.73	83.3	1253102
Vitória	Brazil						Admin-1 capital	6	1	Espírito Santo	-20.32	-40.37	3444924
Vladivostok	Russia						Admin-1 capital	3	0	Primor'ye	43.13	131.91	2013348
Volgograd	Russia						Admin-1 capital	3	1	Volgograd	48.71	44.5	472757
Voronezh	Russia						Admin-1 capital	4	1	Voronezh	51.73	39.27	472045
Waco	United States of America						Populated place	6	0	Texas	31.55	-97.15	4739526
Wahiawa	United States of America						Populated place	7	0	Hawaii	21.5	-158.02	5853992
Wailuku	United States of America						Populated place	7	0	Hawaii	20.89	-156.5	5854496
Wainwright	United States of America						Populated place	6	0	Alaska	70.64	-160.04	-1
Wales	United States of America						Populated place	7	0	Alaska	65.61	-168.09	-1
Walla Walla	United States of America	The City was so Nice, They Named it Twice					Populated place	7	0	Washington	46.07	-118.34	5814916
Wallace	United States of America						Populated place	8	0	Idaho	47.47	-115.93	-1
Warsaw	Poland	Wawa, Wa-wa, WAW	Wawa		Varsovian		Admin-0 capital	1	1	Masovian	52.25	21	756135
Washington, D.C.	United States of America	D.C., The District, District, D.M.V. (region), Chocolate City, Hollywood for Ugly People	The District	D.M.V.	Washingtonian		Admin-0 capital	1	1	District of Columbia	38.9	-77.01	4140963
Wasilla	United States of America						Populated place	7	0	Alaska	61.58	-149.44	5877641
Waterbury	United States of America						Populated place	8	0	Connecticut	41.55	-73.05	4845193
Waterloo	United States of America						Populated place	7	0	Iowa	42.49	-92.34	4880889
Watertown	United States of America	H2O Town					Populated place	7	0	New York	43.98	-75.91	5143396
Waterville	United States of America	wtvl	wtvl				Populated place	8	0	Maine	44.55	-69.65	4982236
Wau	Sudan						Admin-1 region capital	3	0	Bahr el Ghazal	7.7	27.99	363885
Waukegan	United States of America						Populated place	7	0	Illinois	42.36	-87.84	4915734
Waukesha	United States of America						Populated place	8	0	Wisconsin	43.01	-88.23	5278052
Wausau	United States of America						Populated place	6	0	Wisconsin	44.96	-89.63	5278120
Waycross	United States of America						Populated place	8	0	Georgia	31.21	-82.35	4229763
Weifang	China						Populated place	6	1	Shandong	36.72	119.1	1791681
Wellington	New Zealand	The Windy City, Welly, Middle Earth, Harbour City, Helengrad, The Harbour Capital, Windy Wellington, Wellywood	The Windy City		Wellingtonian		Admin-0 capital	3	0	Manawatu-Wanganui	-41.3	174.78	2144168
Wenatchee	United States of America	 Apple Capital of the World					Populated place	6	0	Washington	47.42	-120.31	5815342
Wenzhou	China						Populated place	4	1	Zhejiang	28.02	120.65	1791388
West Bend	United States of America						Populated place	7	0	Wisconsin	43.43	-88.18	5278422
West Hollywood	United States of America	Boystown					Populated place	7	0	California			
West Palm Beach	United States of America	Orchid City	Orchid City				Populated place	6	0	Florida	26.75	-80.12	4177887
Wetaskiwin	Canada	The Wonk	The Wonk				Populated place	10	0	Alberta	52.97	-113.38	6179602
Wheeling	United States of America	Nail City	Nail City				Populated place	7	0	West Virginia	40.06	-80.72	5280854
White Sulphur Springs	United States of America						Populated place	8	0	West Virginia	37.79	-80.3	4827104
Whitehorse	Canada						Admin-1 capital	3	0	Yukon	60.72	-135.05	6180550
Whittier	United States of America						Populated place	8	0	Alaska	60.78	-148.68	-1
Wichita	United States of America	Air Capital of the World, The Emerald City	Emerald City				Populated place	6	0	Kansas	37.72	-97.33	4281730
Wichita Falls	United States of America						Populated place	6	0	Texas	33.91	-98.49	4741752
Wilkes Barre	United States of America						Populated place	7	0	Pennsylvania	41.25	-75.88	5219488
Willcox	United States of America						Populated place	7	0	Arizona	32.25	-109.83	5321088
Willemstad	Netherlands Antilles						Admin-0 region capital	7	0		12.2	-69.02	3513090
Williamsport	United States of America						Populated place	8	0	Pennsylvania	41.24	-77	5219585
Williston	United States of America						Populated place	7	0	North Dakota	48.16	-103.63	5692947
Willmar	United States of America						Populated place	8	0	Minnesota	45.12	-95.04	5052916
Wilmington	United States of America	WILM, Chemical Capital of the World	Chemical Capital of the World	WILM			Populated place	7	0	Delaware	39.75	-75.55	4145381
Wilmington	United States of America	Port City	Port City				Populated place	4	0	North Carolina	34.23	-77.95	4499379
Winchester	United States of America	Apple Capital of the World					Populated place	7	0	Virginia	39.18	-78.17	4794120
Windhoek	Namibia						Admin-0 capital	3	0	Khomas	-22.57	17.08	3352136
Winnemucca	United States of America	City of Paved Streets					Populated place	7	0	Nevada	40.97	-117.73	5710360
Winnipeg	Canada	Winterpeg	Winterpeg		Winnipegger		Admin-1 capital	3	0	Manitoba	49.88	-97.17	6183235
Winona	United States of America						Populated place	7	0	Minnesota	44.05	-91.64	5053156
Winslow	United States of America						Populated place	7	0	Arizona	35.28	-110.7	-1
Winston-Salem	United States of America	Camel City, Winston	Camel City				Populated place	7	0	North Carolina	36.11	-80.26	4499612
Winter Haven	United States of America						Populated place	8	0	Florida	28.02	-81.73	4178552
Wiseman	United States of America						Populated place	7	0	Alaska	67.41	-150.11	-1
Woodward	United States of America						Populated place	7	0	Oklahoma	36.43	-99.4	4556050
Worcester	United States of America	Wormtown	Wormtown				Populated place	7	0	Massachusetts	42.27	-71.8	4956184
Wrangell	United States of America						Populated place	7	0	Alaska	56.47	-132.37	5558586
Wrocław	Poland	Wrocek, Second Lwów, Silesian Lwów, City of Hundred Bridges, Wroclove, The Meeting Place, Miasto Spotkań	Wrocek				Admin-1 capital	4	1	Lower Solesia	51.12	17.03	3081368
Wuhan	China						Admin-1 capital	1	1	Hubei	30.58	114.27	1791247
Wuhu	China						Populated place	6	1	Anhui	31.35	118.37	1791236
Wuxi	China						Populated place	4	1	Jiangsu	31.58	120.3	1790923
Xiamen	China						Populated place	4	1	Fujian	24.45	118.08	1790645
Xian	China						Populated place	1	1	Shaanxi	34.28	108.89	1790630
Xiangfan	China						Populated place	6	1	Hubei	32.02	112.13	1790587
Xiantao	China						Populated place	6	1	Hubei	30.37	113.44	1790371
Xianyang	China						Populated place	6	1	Shaanxi	34.35	108.71	1790353
Xingyi	China						Populated place	6	1	Guizhou	25.09	104.89	1807566
Xining	China						Admin-1 capital	3	1	Gansu	36.62	101.77	1788852
Xinxiang	China						Populated place	6	1	Henan	35.32	113.87	1788572
Xinyang	China						Populated place	6	1	Henan	32.13	114.07	1788534
Xinyu	China						Populated place	6	1	Jiangxi	27.8	114.93	1788508
Xuanzhou	China						Populated place	6	1	Anhui	30.95	118.76	1788081
Xuzhou	China						Populated place	4	1	Jiangsu	34.28	117.18	1787824
Yakima	United States of America	The Palm Springs of Washington					Populated place	6	0	Washington	46.6	-120.5	5816605
Yakutat	United States of America						Populated place	7	0	Alaska	59.55	-139.73	-1
Yakutsk	Russia						Admin-1 capital	3	0	Sakha (Yakutia)	62.03	129.74	2013159
Yamoussoukro	Ivory Coast						Admin-0 capital	3	0	Lacs	6.82	-5.28	2279755
Yancheng	China						Populated place	6	1	Jiangsu	33.39	120.13	1787746
Yankton	United States of America						Populated place	7	0	South Dakota	42.88	-97.39	5233053
Yantai	China						Populated place	4	1	Shandong	37.53	121.4	1787093
Yaounde	Cameroon						Admin-0 capital	3	1	Centre	3.87	11.52	2220957
Yekaterinburg	Russia	Yeburg					Admin-1 capital	3	1	Sverdlovsk	56.85	60.6	1486209
Yellowknife	Canada	YK, The Knife	YK		Yellowknifer		Admin-1 capital	3	0	Northwest Territories	62.44	-114.4	6185377
Yerevan	Armenia						Admin-0 capital	3	1	Erevan	40.18	44.51	616052
Yibin	China						Populated place	6	1	Sichuan	28.77	104.57	1786770
Yichang	China						Populated place	6	1	Hubei	30.7	111.28	1786764
Yichun	China						Populated place	6	1	Heilongjiang	47.7	128.9	2033413
Yichun	China						Populated place	6	1	Jiangxi	27.83	114.4	1786746
Yinchuan	China						Admin-1 capital	3	1	Ningxia Hui	38.47	106.27	1786657
Yingkow	China						Populated place	6	1	Liaoning	40.67	122.28	2033370
Yiyang	China						Populated place	6	1	Hunan	28.6	112.33	1808316
Yongzhou	China						Populated place	6	1	Hunan	26.23	111.62	1786217
York	United States of America						Populated place	7	0	Pennsylvania	39.96	-76.73	4562407
Youngstown	United States of America	Y-Town	Y-Town				Populated place	6	0	Ohio	41.1	-80.65	5177568
Yuba City	United States of America						Populated place	7	0	California	39.14	-121.62	5411015
Yuci	China						Populated place	6	1	Shanxi	37.68	112.73	1785974
Yueyang	China						Populated place	4	1	Hunan	29.38	113.1	1785884
Yulin	China						Populated place	4	1	Guangxi	22.63	110.15	1785781
Yuma	United States of America						Populated place	6	0	Arizona	32.69	-114.62	5322053
Zagreb	Croatia						Admin-0 capital	3	0	Grad Zagreb	45.8	16	3186886
Zamboanga	Philippines	City of Flowers, Asia's Latin City					Populated place	4	1	Zamboanga del Sur	6.92	122.08	1679432
Zanesville	United States of America						Populated place	8	0	Ohio	39.94	-82.01	4528923
Zanzibar	Tanzania						Admin-1 capital	3	0	Zanzibar West	-6.16	39.2	148730
Zaozhuang	China						Populated place	4	1	Shandong	34.88	117.57	1785453
Zaporizhzhya	Ukraine						Admin-1 capital	6	1	Zaporizhzhya	47.86	35.18	687700
Zaria	Nigeria						Populated place	6	1	Kaduna	11.08	7.71	2317765
Zelenograd	Russia	Zelik, Greencity, Greentown, Russia's Silicon valley	Zelik										
Zhangjiakou	China						Populated place	6	1	Hebei	40.83	114.93	2033196
Zhanjiang	China						Populated place	4	1	Guangdong	21.2	110.38	1784990
Zhaotang	China						Admin-1 capital	6	1	Yunnan	27.32	103.72	1784841
Zhengzhou	China						Populated place	1	1	Henan	34.75	113.67	1784658
Zhenjiang	China						Populated place	6	1	Jiangsu	32.22	119.43	1784642
Zhuhai	China						Populated place	6	1	Guangdong	22.28	113.57	1790437
Zhuzhou	China						Populated place	6	1	Hunan	27.83	113.15	1783763
Zibo	China						Populated place	1	1	Shandong	36.8	118.05	1785286
Zigong	China						Populated place	7	1	Sichuan	29.4	104.78	1783745
Zinder	Niger						Admin-1 capital	3	0	Zinder	13.8	8.98	2437798
Zunyi	China						Populated place	6	1	Guizhou	27.7	106.92	1783621
Zürich	Switzerland	Züri	Züri				Admin-1 capital	1	1	Zürich	47.38	8.55	2657896
Augsburg	Germany	Datschiburg (from the "Zwetschgendatschi", a type of cake), Nördlichste Stadt Italiens (Italy's northernmost city),  Fuggerstadt (after the Fugger family)			Augsburger					Bayern	48.37	10.88	2954172
